# ModScan andmelogi
# Alustatud: 12.5.2026, 17:03:12
# Register: Reg 0 (offset 0)
# Seade: COM4
# Col 1: Time (ISO), Col 2: Value (dec), Col 3: Hex
Timestamp	Value	Hex
2026-05-12 17:04:47.306	400	0x0190
2026-05-12 17:04:47.402	400	0x0190
2026-05-12 17:04:47.495	400	0x0190
2026-05-12 17:04:47.610	400	0x0190
2026-05-12 17:04:47.753	400	0x0190
2026-05-12 17:04:47.864	400	0x0190
2026-05-12 17:04:47.961	400	0x0190
2026-05-12 17:04:48.082	400	0x0190
2026-05-12 17:04:48.168	400	0x0190
2026-05-12 17:04:48.280	400	0x0190
2026-05-12 17:04:48.376	400	0x0190
2026-05-12 17:04:48.487	400	0x0190
2026-05-12 17:04:48.596	400	0x0190
2026-05-12 17:04:48.704	400	0x0190
2026-05-12 17:04:48.810	400	0x0190
2026-05-12 17:04:48.915	400	0x0190
2026-05-12 17:04:49.027	400	0x0190
2026-05-12 17:04:49.129	400	0x0190
2026-05-12 17:04:49.234	400	0x0190
2026-05-12 17:04:49.364	400	0x0190
2026-05-12 17:04:49.465	400	0x0190
2026-05-12 17:04:49.566	400	0x0190
2026-05-12 17:04:49.671	400	0x0190
2026-05-12 17:04:49.795	400	0x0190
2026-05-12 17:04:49.884	400	0x0190
2026-05-12 17:04:49.985	400	0x0190
2026-05-12 17:04:50.087	400	0x0190
2026-05-12 17:04:50.208	400	0x0190
2026-05-12 17:04:50.320	400	0x0190
2026-05-12 17:04:50.406	400	0x0190
2026-05-12 17:04:50.525	400	0x0190
2026-05-12 17:04:50.615	400	0x0190
2026-05-12 17:04:50.735	400	0x0190
2026-05-12 17:04:50.847	400	0x0190
2026-05-12 17:04:50.960	400	0x0190
2026-05-12 17:04:51.065	400	0x0190
2026-05-12 17:04:51.179	400	0x0190
2026-05-12 17:04:51.279	400	0x0190
2026-05-12 17:04:51.383	400	0x0190
2026-05-12 17:04:51.494	400	0x0190
2026-05-12 17:04:51.594	400	0x0190
2026-05-12 17:04:51.702	400	0x0190
2026-05-12 17:04:51.822	400	0x0190
2026-05-12 17:04:51.943	400	0x0190
2026-05-12 17:04:52.069	400	0x0190
2026-05-12 17:04:52.162	400	0x0190
2026-05-12 17:04:52.267	400	0x0190
2026-05-12 17:04:52.376	400	0x0190
2026-05-12 17:04:52.476	400	0x0190
2026-05-12 17:04:52.600	400	0x0190
2026-05-12 17:04:52.699	400	0x0190
2026-05-12 17:04:52.814	400	0x0190
2026-05-12 17:04:52.908	400	0x0190
2026-05-12 17:04:53.014	400	0x0190
2026-05-12 17:04:53.109	400	0x0190
2026-05-12 17:04:53.232	400	0x0190
2026-05-12 17:04:53.335	400	0x0190
2026-05-12 17:04:53.448	400	0x0190
2026-05-12 17:04:53.553	400	0x0190
2026-05-12 17:04:53.668	400	0x0190
2026-05-12 17:04:53.764	400	0x0190
2026-05-12 17:04:53.894	400	0x0190
2026-05-12 17:04:53.989	400	0x0190
2026-05-12 17:04:54.102	400	0x0190
2026-05-12 17:04:54.196	400	0x0190
2026-05-12 17:04:54.325	400	0x0190
2026-05-12 17:04:54.419	400	0x0190
2026-05-12 17:04:54.537	400	0x0190
2026-05-12 17:04:54.644	400	0x0190
2026-05-12 17:04:54.758	400	0x0190
2026-05-12 17:04:54.858	400	0x0190
2026-05-12 17:04:54.963	400	0x0190
2026-05-12 17:04:55.085	400	0x0190
2026-05-12 17:04:55.187	400	0x0190
2026-05-12 17:04:55.310	400	0x0190
2026-05-12 17:04:55.412	400	0x0190
2026-05-12 17:04:55.535	400	0x0190
2026-05-12 17:04:55.649	400	0x0190
2026-05-12 17:04:55.731	400	0x0190
2026-05-12 17:04:55.854	400	0x0190
2026-05-12 17:04:55.956	400	0x0190
2026-05-12 17:04:56.051	400	0x0190
2026-05-12 17:04:56.164	400	0x0190
2026-05-12 17:04:56.280	400	0x0190
2026-05-12 17:04:56.375	400	0x0190
2026-05-12 17:04:56.483	400	0x0190
2026-05-12 17:04:56.595	400	0x0190
2026-05-12 17:04:56.717	400	0x0190
2026-05-12 17:04:56.815	400	0x0190
2026-05-12 17:04:56.927	400	0x0190
2026-05-12 17:04:57.027	400	0x0190
2026-05-12 17:04:57.138	400	0x0190
2026-05-12 17:04:57.234	400	0x0190
2026-05-12 17:04:57.368	400	0x0190
2026-05-12 17:04:57.476	400	0x0190
2026-05-12 17:04:57.568	400	0x0190
2026-05-12 17:04:57.682	400	0x0190
2026-05-12 17:04:57.776	400	0x0190
2026-05-12 17:04:57.890	400	0x0190
2026-05-12 17:04:58.003	400	0x0190
2026-05-12 17:04:58.099	400	0x0190
2026-05-12 17:04:58.210	400	0x0190
2026-05-12 17:04:58.305	400	0x0190
2026-05-12 17:04:58.424	400	0x0190
2026-05-12 17:04:58.512	400	0x0190
2026-05-12 17:04:58.634	400	0x0190
2026-05-12 17:04:58.737	400	0x0190
2026-05-12 17:04:58.849	400	0x0190
2026-05-12 17:04:58.969	400	0x0190
2026-05-12 17:04:59.076	400	0x0190
2026-05-12 17:04:59.189	400	0x0190
2026-05-12 17:04:59.314	400	0x0190
2026-05-12 17:04:59.411	400	0x0190
2026-05-12 17:04:59.529	400	0x0190
2026-05-12 17:04:59.640	400	0x0190
2026-05-12 17:04:59.763	400	0x0190
2026-05-12 17:04:59.874	400	0x0190
2026-05-12 17:04:59.985	400	0x0190
2026-05-12 17:05:00.096	400	0x0190
2026-05-12 17:05:00.194	400	0x0190
2026-05-12 17:05:00.310	400	0x0190
2026-05-12 17:05:00.418	400	0x0190
2026-05-12 17:05:00.530	400	0x0190
2026-05-12 17:05:00.641	400	0x0190
2026-05-12 17:05:00.753	400	0x0190
2026-05-12 17:05:00.876	400	0x0190
2026-05-12 17:05:00.977	400	0x0190
2026-05-12 17:05:01.097	400	0x0190
2026-05-12 17:05:01.499	400	0x0190
2026-05-12 17:05:01.588	400	0x0190
2026-05-12 17:05:01.698	400	0x0190
2026-05-12 17:05:01.791	400	0x0190
2026-05-12 17:05:01.903	400	0x0190
2026-05-12 17:05:02.001	400	0x0190
2026-05-12 17:05:02.121	400	0x0190
2026-05-12 17:05:02.229	400	0x0190
2026-05-12 17:05:02.329	400	0x0190
2026-05-12 17:05:02.464	400	0x0190
2026-05-12 17:05:02.553	400	0x0190
2026-05-12 17:05:02.657	400	0x0190
2026-05-12 17:05:02.775	400	0x0190
2026-05-12 17:05:02.891	400	0x0190
2026-05-12 17:05:03.010	400	0x0190
2026-05-12 17:05:03.102	400	0x0190
2026-05-12 17:05:03.222	400	0x0190
2026-05-12 17:05:03.356	400	0x0190
